"PVWatts Hourly PV Performance Data"
"Requested Location","94568, USA"
"Location","Lat, Lng: 37.69, -121.9"
"Latitude (DD)","37.69"
"Longitude (DD)","-121.90"
"Elevation (m)","100.84999847412"
"DC System Size (kW)","34.5"
"Module Type","Standard"
"Array Type","Fixed (open rack)"
"Array Tilt (deg)","20"
"Array Azimuth (deg)","180"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.2"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","No (0)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m^2)","Diffuse Irradiance (W/m^2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m^2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"7","23","12","902","110","29","3.6","0.14","1013.947","47.603","26999.542","25906.098"
"7","23","13","872","121","30","3.8","0.14","954.549","47","25544.752","24502.857"
"7","23","14","847","116","29","3.9","0.14","837.369","43.713","22845.436","21899.188"
"7","23","15","532","222","28","3.9","0.14","590.856","38.387","16495.283","15774.047"
"7","23","16","455","178","26","3.7","0.14","399.517","33.249","11399.987","10859.298"
"7","23","17","612","75","24","3.4","0.14","239.633","28.439","6275.005","5915.914"
"7","23","18","51","54","21","3","0.14","48.616","21.97","1268.563","1086.87"
"7","23","19","0","0","19","3","0.14","0","19","0","0"
"7","23","20","0","0","18","3.1","0.14","0","18","0","0"
"7","23","21","0","0","17","3.1","0.14","0","17","0","0"
"7","23","22","0","0","17","3","0.14","0","17","0","0"
"7","23","23","0","0","16","2.8","0.14","0","16","0","0"
"7","24","0","0","0","16","2.8","0.14","0","16","0","0"
"7","24","1","0","0","16","2.7","0.14","0","16","0","0"
"7","24","2","0","0","16","2.5","0.14","0","16","0","0"
"7","24","3","0","0","15","2.4","0.14","0","15","0","0"
"7","24","4","0","0","15","2.4","0.14","0","15","0","0"
"7","24","5","93","23","15","2.6","0.14","18.722","15.347","323.633","175.423"
"7","24","6","503","61","16","2.9","0.14","138.236","18.676","3277.463","3024.587"
"7","24","7","535","126","18","3.1","0.14","332.216","24.591","9574.812","9098.796"
"7","24","8","798","99","20","3.2","0.14","584.637","31.481","16947.429","16210.172"
"7","24","9","858","106","23","3.2","0.14","778.737","38.257","21800.701","20891.472"
"7","24","10","895","108","26","3.4","0.14","925.793","43.539","25192.86","24163.434"
"7","24","11","913","111","27","3.6","0.14","1013.022","45.589","27215.678","26114.575"
"7","24","12","919","111","28","3.9","0.14","1032.134","46.106","27645.404","26529.074"
"7","24","13","898","119","27","4.1","0.14","977.488","43.668","26511.643","25435.487"
"7","24","14","879","114","26","4.2","0.14","862.557","40.52","23837.228","22855.837"
"7","24","15","842","104","24","4.2","0.14","689.82","35.636","19600.278","18769.019"
"7","24","16","778","91","22","4.1","0.14","479.028","30.209","13951.322","13320.229"
"7","24","17","658","73","19","3.8","0.14","249.98","23.351","6668.18","6295.157"
"7","24","18","401","45","17","3.4","0.14","53.231","17.919","1112.781","936.608"
"7","24","19","0","0","15","3.1","0.14","0","15","0","0"
"7","24","20","0","0","14","3","0.14","0","14","0","0"
"7","24","21","0","0","14","2.9","0.14","0","14","0","0"
"7","24","22","0","0","14","2.8","0.14","0","14","0","0"
"7","24","23","0","0","13","2.6","0.14","0","13","0","0"
"7","25","0","0","0","13","2.6","0.14","0","13","0","0"
"7","25","1","0","0","13","2.6","0.14","0","13","0","0"
"7","25","2","0","0","13","2.5","0.14","0","13","0","0"
"7","25","3","0","0","13","2.3","0.14","0","13","0","0"
"7","25","4","0","0","13","2.2","0.14","0","13","0","0"
"7","25","5","196","23","14","2.5","0.14","18.128","14.342","314.382","166.499"
"7","25","6","592","58","16","2.9","0.14","149.646","18.876","3481.395","3221.293"
"7","25","7","0","137","18","2.9","0.14","126.646","20.608","3647.998","3381.992"
"7","25","8","17","216","20","3","0.14","211.483","24.269","6040.645","5689.858"
"7","25","9","328","336","22","3.2","0.14","587.609","33.477","16569.968","15846.085"
"7","25","10","929","106","24","3.4","0.14","954.788","42.089","26127.752","25065.199"
"7","25","11","944","109","25","3.7","0.14","1041.711","43.829","28176.127","27040.992"
"7","25","12","947","110","25","3.9","0.14","1059.3","43.584","28653.468","27501.418"
"7","25","13","930","113","25","4","0.14","1002.142","42.336","27322.116","26217.242"
"7","25","14","911","107","24","4","0.14","882.744","39.289","24517.766","23512.261"
"7","25","15","874","98","23","3.9","0.14","705.883","35.43","20081.338","19233.034"
"7","25","16","809","85","21","3.8","0.14","488.168","29.739","14252.062","13610.312"
"7","25","17","693","68","19","3.6","0.14","255.641","23.581","6794.378","6416.883"
"7","25","18","448","41","16","3.3","0.14","51.021","16.879","1019.947","847.063"
"7","25","19","0","0","14","3.2","0.14","0","14","0","0"
"7","25","20","0","0","14","3.1","0.14","0","14","0","0"
"7","25","21","0","0","13","2.9","0.14","0","13","0","0"
"7","25","22","0","0","13","2.5","0.14","0","13","0","0"
"7","25","23","0","0","13","2.2","0.14","0","13","0","0"
"7","26","0","0","0","12","1.8","0.14","0","12","0","0"
"7","26","1","0","0","12","1.6","0.14","0","12","0","0"
"7","26","2","0","0","12","1.5","0.14","0","12","0","0"
"7","26","3","0","0","12","1.4","0.14","0","12","0","0"
"7","26","4","0","0","12","1.5","0.14","0","12","0","0"
"7","26","5","236","21","14","2.2","0.14","16.317","14.326","281.557","134.838"
"7","26","6","618","54","16","2.7","0.14","149.672","18.966","3439.233","3180.625"
"7","26","7","35","168","18","2.7","0.14","169.699","21.617","4911.431","4600.657"
"7","26","8","860","85","20","2.7","0.14","606.792","32.976","17509.765","16752.582"
"7","26","9","911","93","23","2.8","0.14","806.946","39.914","22453.189","21520.841"
"7","26","10","928","105","25","3","0.14","952.971","44.271","25852.029","24799.246"
"7","26","11","943","107","27","3.2","0.14","1038.922","47.308","27708.666","26590.095"
"7","26","12","946","108","28","3.5","0.14","1056.516","47.687","28107.755","26975.043"
"7","26","13","930","111","28","3.8","0.14","1000.288","45.818","26892.837","25803.174"
"7","26","14","907","107","27","4","0.14","879.345","42.231","24139.878","23147.764"
"7","26","15","865","100","26","4","0.14","701.425","38.174","19738.9","18902.729"
"7","26","16","792","90","23","3.8","0.14","484.256","31.668","14026.171","13392.425"
"7","26","17","667","73","20","3.5","0.14","251.423","24.578","6663.739","6290.874"
"7","26","18","408","44","17","3.1","0.14","51.729","17.936","1076.317","901.436"
"7","26","19","0","0","15","2.9","0.14","0","15","0","0"
"7","26","20","0","0","14","2.9","0.14","0","14","0","0"
"7","26","21","0","0","13","2.8","0.14","0","13","0","0"
"7","26","22","0","0","13","2.6","0.14","0","13","0","0"
"7","26","23","0","0","13","2.4","0.14","0","13","0","0"
"7","27","0","0","0","12","2.1","0.14","0","12","0","0"
"7","27","1","0","0","12","1.7","0.14","0","12","0","0"
"7","27","2","0","0","12","1.3","0.14","0","12","0","0"
"7","27","3","0","0","11","1.1","0.14","0","11","0","0"
"7","27","4","0","0","11","1.2","0.14","0","11","0","0"
"7","27","5","233","21","13","1.7","0.14","16.448","13.364","285.266","138.415"
"7","27","6","625","54","16","2.2","0.14","150.253","19.264","3439.866","3181.235"
"7","27","7","418","145","18","2.1","0.14","303.234","25.213","8714.174","8268.653"
"7","27","8","879","82","21","2.1","0.14","614.998","35.718","17562.516","16803.463"
"7","27","9","931","89","25","2.1","0.14","818.436","44.538","22354.686","21425.828"
"7","27","10","947","101","28","2.3","0.14","966.325","50.152","25586.063","24542.704"
"7","27","11","962","104","30","2.6","0.14","1054.794","52.851","27484.172","26373.556"
"7","27","12","964","105","32","2.9","0.14","1071.675","54.021","27760.142","26639.747"
"7","27","13","949","107","33","3.2","0.14","1014.48","52.837","26487.567","25412.264"
"7","27","14","927","102","32","3.5","0.14","891.24","48.636","23835.637","22854.302"
"7","27","15","887","94","31","3.5","0.14","710.433","44.288","19511.39","18683.281"
"7","27","16","829","80","29","3.4","0.14","492.252","38.368","13890.713","13261.767"
"7","27","17","713","64","26","3","0.14","256.046","31.046","6577.587","6207.774"
"7","27","18","467","39","21","2.7","0.14","48.854","21.924","936.612","766.682"
"7","27","19","0","0","18","2.6","0.14","0","18","0","0"
"7","27","20","0","0","16","2.6","0.14","0","16","0","0"
"7","27","21","0","0","15","2.5","0.14","0","15","0","0"
"7","27","22","0","0","14","2.4","0.14","0","14","0","0"
"7","27","23","0","0","14","2.2","0.14","0","14","0","0"
"7","28","0","0","0","13","1.9","0.14","0","13","0","0"
"7","28","1","0","0","13","1.6","0.14","0","13","0","0"
"7","28","2","0","0","12","1.4","0.14","0","12","0","0"
"7","28","3","0","0","12","1.2","0.14","0","12","0","0"
"7","28","4","0","0","12","1.2","0.14","0","12","0","0"
"7","28","5","246","19","14","1.7","0.14","14.653","14.324","251.529","105.873"
"7","28","6","640","52","16","2","0.14","151.749","19.424","3457.688","3198.425"
"7","28","7","801","69","19","2","0.14","383.366","28.286","10872.809","10350.799"
"7","28","8","883","80","23","2","0.14","615.149","38.02","17409.967","16656.319"
"7","28","9","929","87","26","2.2","0.14","814.796","45.074","22210.3","21286.558"
"7","28","10","940","102","29","2.5","0.14","961.065","50.221","25442.371","24404.104"
"7","28","11","951","105","30","2.9","0.14","1045.161","51.48","27397.023","26289.495"
"7","28","12","951","107","31","3.2","0.14","1060.885","51.735","27753.842","26633.67"
"7","28","13","943","104","31","3.5","0.14","1005.848","49.753","26612.251","25532.53"
"7","28","14","921","100","30","3.7","0.14","884.074","46.006","23907.385","22923.508"
"7","28","15","883","92","29","3.8","0.14","705.381","41.607","19588.665","18757.818"
"7","28","16","828","77","27","3.7","0.14","488.266","35.873","13916.79","13286.92"
"7","28","17","713","62","24","3.5","0.14","253.447","28.605","6562.838","6193.548"
"7","28","18","467","38","20","3.3","0.14","47.349","20.809","908.288","739.361"
"7","28","19","0","0","17","3.2","0.14","0","17","0","0"
"7","28","20","0","0","15","3.2","0.14","0","15","0","0"
"7","28","21","0","0","14","3.1","0.14","0","14","0","0"
"7","28","22","0","0","14","3","0.14","0","14","0","0"
"7","28","23","0","0","14","2.9","0.14","0","14","0","0"
"7","29","0","0","0","13","2.7","0.14","0","13","0","0"
"7","29","1","0","0","13","2.5","0.14","0","13","0","0"
"7","29","2","0","0","13","2.4","0.14","0","13","0","0"
"7","29","3","0","0","12","2.3","0.14","0","12","0","0"
"7","29","4","0","0","12","2.4","0.14","0","12","0","0"
"7","29","5","257","18","14","2.8","0.14","13.824","14.247","236.711","91.581"
"7","29","6","641","49","16","3.1","0.14","148.499","18.734","3365.916","3109.905"
"7","29","7","786","68","18","3.1","0.14","376.078","25.451","10778.84","10260.16"
"7","29","8","869","80","21","3.1","0.14","606.466","33.112","17500.906","16744.036"
"7","29","9","917","88","23","3.1","0.14","806.406","39.065","22524.091","21589.23"
"7","29","10","934","99","25","3.3","0.14","952.695","43.341","25952.023","24895.697"
"7","29","11","948","103","26","3.5","0.14","1040.377","45.39","27973.582","26845.624"
"7","29","12","950","104","27","3.7","0.14","1057.04","46.105","28312.712","27172.738"
"7","29","13","929","110","28","3.8","0.14","998.605","45.789","26857.723","25769.304"
"7","29","14","905","105","27","3.8","0.14","875.423","42.614","24003.428","23016.148"
"7","29","15","864","98","26","3.7","0.14","697.89","38.661","19608.931","18777.366"
"7","29","16","817","79","24","3.6","0.14","484.268","32.934","13961.481","13330.027"
"7","29","17","698","63","21","3.3","0.14","249.64","25.681","6538.172","6169.756"
"7","29","18","440","38","18","3","0.14","45.78","18.828","902.739","734.009"
"7","29","19","0","0","16","2.9","0.14","0","16","0","0"
"7","29","20","0","0","14","3","0.14","0","14","0","0"
"7","29","21","0","0","14","2.9","0.14","0","14","0","0"
"7","29","22","0","0","14","2.8","0.14","0","14","0","0"
"7","29","23","0","0","13","2.6","0.14","0","13","0","0"
"7","30","0","0","0","13","2.4","0.14","0","13","0","0"
"7","30","1","0","0","12","2.2","0.14","0","12","0","0"
"7","30","2","0","0","12","1.9","0.14","0","12","0","0"
"7","30","3","0","0","12","1.7","0.14","0","12","0","0"
"7","30","4","0","0","12","1.7","0.14","0","12","0","0"
"7","30","5","188","19","13","2","0.14","14.901","13.309","257.286","111.427"
"7","30","6","607","54","15","2.2","0.14","145.771","18.164","3341.646","3086.495"
"7","30","7","788","69","18","2.1","0.14","377.422","26.96","10753.373","10235.596"
"7","30","8","878","79","21","2.1","0.14","610.646","35.615","17452.612","16697.454"
"7","30","9","929","85","24","2.2","0.14","812.67","43.025","22343.993","21415.513"
"7","30","10","935","103","27","2.4","0.14","957.734","48.545","25536.184","24494.592"
"7","30","11","949","106","29","2.6","0.14","1044.55","51.63","27366.918","26260.457"
"7","30","12","950","108","30","2.9","0.14","1061.207","51.807","27756.614","26636.344"
"7","30","13","939","107","31","3","0.14","1005.147","51.317","26422.315","25349.324"
"7","30","14","917","102","32","3.1","0.14","882.418","49.563","23516.799","22546.762"
"7","30","15","876","95","31","3","0.14","702.806","45.253","19230.629","18412.469"
"7","30","16","808","84","30","2.9","0.14","484.185","40.002","13563.756","12946.395"
"7","30","17","684","67","27","2.8","0.14","247.733","32.051","6324.379","5963.538"
"7","30","18","418","40","23","2.6","0.14","46.257","23.909","920.437","751.079"
"7","30","19","0","0","19","2.6","0.14","0","19","0","0"
"7","30","20","0","0","17","2.8","0.14","0","17","0","0"
"7","30","21","0","0","15","2.9","0.14","0","15","0","0"
"7","30","22","0","0","14","2.9","0.14","0","14","0","0"
"7","30","23","0","0","14","2.8","0.14","0","14","0","0"
"7","31","0","0","0","13","2.5","0.14","0","13","0","0"
"7","31","1","0","0","13","2.2","0.14","0","13","0","0"
"7","31","2","0","0","13","2","0.14","0","13","0","0"
"7","31","3","0","0","12","1.8","0.14","0","12","0","0"
"7","31","4","0","0","12","2","0.14","0","12","0","0"
"7","31","5","151","18","14","2.5","0.14","14.06","14.265","240.956","95.675"
"7","31","6","563","58","16","2.7","0.14","142.003","18.822","3284.821","3031.684"
"7","31","7","739","79","19","2.5","0.14","367.685","27.089","10471.206","9963.426"
"7","31","8","836","91","22","2.5","0.14","598.057","35.26","17105.715","16362.848"
"7","31","9","893","99","25","2.6","0.14","798.706","42.347","22013.839","21097.059"
"7","31","10","922","107","28","3","0.14","950.045","47.213","25472.91","24433.561"
"7","31","11","941","109","30","3.3","0.14","1039.859","50.002","27432.664","26323.873"
"7","31","12","946","108","31","3.6","0.14","1057.348","50.403","27822.914","26700.294"
"7","31","13","933","109","32","3.7","0.14","1001.454","50.109","26461.1","25386.735"
"7","31","14","911","104","31","3.8","0.14","879.158","46.682","23713.391","22736.388"
"7","31","15","871","96","30","3.7","0.14","699.93","42.699","19354.916","18532.351"
"7","31","16","680","115","27","3.9","0.15","450.507","34.943","12844.766","12252.882"
"7","31","17","539","89","24","3.5","0.15","229.006","28.181","6015.982","5666.069"
"7","31","18","284","45","20","3","0.15","45.091","20.857","1005.183","832.822"
"7","31","19","0","0","18","2.7","0.15","0","18","0","0"
"7","31","20","0","0","17","2.6","0.15","0","17","0","0"
"7","31","21","0","0","16","2.5","0.15","0","16","0","0"
"7","31","22","0","0","16","2.2","0.15","0","16","0","0"
"7","31","23","0","0","15","1.8","0.15","0","15","0","0"
"8","1","0","0","0","15","1.5","0.15","0","15","0","0"
"8","1","1","0","0","14","1.2","0.15","0","14","0","0"
"8","1","2","0","0","14","1.1","0.15","0","14","0","0"
"8","1","3","0","0","14","1.1","0.15","0","14","0","0"
"8","1","4","0","0","14","1.3","0.15","0","14","0","0"
"8","1","5","132","16","15","1.9","0.15","12.211","15.259","206.797","62.727"
"8","1","6","516","61","17","2.3","0.15","136.95","19.942","3188.362","2938.643"
"8","1","7","698","84","20","2.3","0.15","355.36","28.117","10074.657","9580.929"
"8","1","8","796","98","23","2.4","0.15","580.881","36.119","16548.631","15825.504"
"8","1","9","855","106","26","2.8","0.15","776.135","42.268","21396.154","20501.261"
"8","1","10","881","115","27","3.2","0.15","920.935","45.016","24920.985","23901.193"
"8","1","11","897","117","28","3.7","0.15","1004.778","46.162","26943.835","25852.365"
"8","1","12","898","118","29","4","0.15","1019.6","46.63","27265.64","26162.767"
"8","1","13","885","118","29","4.1","0.15","964.832","45.455","25998.426","24940.456"
"8","1","14","860","113","28","4.1","0.15","844.854","42.426","23188.976","22230.555"
"8","1","15","816","105","27","3.9","0.15","672.52","38.844","18878.906","18073.208"
"8","1","16","742","92","26","3.7","0.15","458.401","34.327","13118.698","12517.107"
"8","1","17","612","72","23","3.4","0.15","231.755","27.282","6040.059","5689.293"
"8","1","18","348","39","20","3","0.15","41.985","20.782","882.226","714.222"
"8","1","19","0","0","18","2.9","0.15","0","18","0","0"
"8","1","20","0","0","16","2.8","0.15","0","16","0","0"
"8","1","21","0","0","15","2.7","0.15","0","15","0","0"
"8","1","22","0","0","15","2.5","0.15","0","15","0","0"
"8","1","23","0","0","15","2.4","0.15","0","15","0","0"
"8","2","0","0","0","14","2.3","0.15","0","14","0","0"
"8","2","1","0","0","14","2.2","0.15","0","14","0","0"
"8","2","2","0","0","14","1.9","0.15","0","14","0","0"
"8","2","3","0","0","14","1.7","0.15","0","14","0","0"
"8","2","4","0","0","14","1.6","0.15","0","14","0","0"
"8","2","5","120","16","15","1.9","0.15","12.247","15.26","207.436","63.343"
"8","2","6","510","61","17","2.1","0.15","135.628","20.029","3155.158","2906.616"
"8","2","7","0","127","19","2.2","0.15","117.554","21.752","3364.217","3108.267"
"8","2","8","8","190","22","2.4","0.15","181.89","26.085","5133.084","4814.456"
"8","2","9","60","331","24","2.8","0.15","364.543","31.601","10198.063","9699.962"
"8","2","10","885","111","26","3.3","0.15","920.69","43.724","25050.656","24026.269"
"8","2","11","900","115","27","3.7","0.15","1005.887","45.182","27084.63","25988.171"
"8","2","12","901","116","27","4","0.15","1020.703","44.65","27519.802","26407.923"
"8","2","13","890","115","27","4.2","0.15","966.557","43.254","26282.658","25214.616"
"8","2","14","865","111","26","4.2","0.15","846.849","40.259","23450.888","22483.187"
"8","2","15","821","103","25","4.1","0.15","673.492","36.524","19086.064","18273.026"
"8","2","16","747","91","24","3.8","0.15","459.204","32.218","13252.34","12646.014"
"8","2","17","613","72","22","3.6","0.15","231.262","26.141","6047.725","5696.687"
"8","2","18","339","39","19","3.3","0.15","41.192","19.734","878.853","710.969"
"8","2","19","0","0","17","3.1","0.15","0","17","0","0"
"8","2","20","0","0","15","2.9","0.15","0","15","0","0"
"8","2","21","0","0","15","2.8","0.15","0","15","0","0"
"8","2","22","0","0","15","2.7","0.15","0","15","0","0"
"8","2","23","0","0","14","2.6","0.15","0","14","0","0"
"8","3","0","0","0","14","2.6","0.15","0","14","0","0"
"8","3","1","0","0","14","2.7","0.15","0","14","0","0"
"8","3","2","0","0","14","2.6","0.15","0","14","0","0"
"8","3","3","0","0","14","2.5","0.15","0","14","0","0"
"8","3","4","0","0","14","2.5","0.15","0","14","0","0"
"8","3","5","60","15","15","2.7","0.15","14.269","15.26","243.614","98.239"
"8","3","6","415","76","16","3","0.15","133.145","18.558","3243.996","2992.305"
"8","3","7","613","111","18","3.2","0.15","347.755","24.782","10002.067","9510.911"
"8","3","8","734","128","21","3.4","0.15","573.199","31.901","16582.401","15858.077"
"8","3","9","807","137","23","3.7","0.15","772.942","37.002","21741.459","20834.33"
"8","3","10","849","143","25","4","0.15","925.35","41.013","25428.703","24390.92"
"8","3","11","871","147","26","4.4","0.15","1009.162","42.499","27448.583","26339.227"
"8","3","12","874","149","26","4.7","0.15","1026.463","42.12","27936.322","26809.684"
"8","3","13","784","196","25","4.9","0.15","952.56","39.579","26233.004","25166.721"
"8","3","14","764","182","24","4.8","0.15","838.802","37.02","23476.699","22508.084"
"8","3","15","716","163","23","4.6","0.15","661.29","33.559","18915.747","18108.744"
"8","3","16","628","140","22","4.5","0.15","447.488","29.251","13031.825","12433.313"
"8","3","17","474","105","19","4.2","0.15","223.37","22.686","6038.128","5687.431"
"8","3","18","209","47","17","3.9","0.15","43.231","17.727","1033.027","859.68"
"8","3","19","0","0","15","3.6","0.15","0","15","0","0"
"8","3","20","0","0","13","3.5","0.15","0","13","0","0"
"8","3","21","0","0","13","3.2","0.15","0","13","0","0"
"8","3","22","0","0","13","2.8","0.15","0","13","0","0"
"8","3","23","0","0","13","2.3","0.15","0","13","0","0"
"8","4","0","0","0","12","2.3","0.15","0","12","0","0"
"8","4","1","0","0","12","2.6","0.15","0","12","0","0"
"8","4","2","0","0","12","2.7","0.15","0","12","0","0"
"8","4","3","0","0","12","2.6","0.15","0","12","0","0"
"8","4","4","0","0","12","2.6","0.15","0","12","0","0"
"8","4","5","56","15","13","2.9","0.15","14.269","13.251","246.032","100.571"
"8","4","6","446","74","14","3.1","0.15","135.881","16.559","3303.83","3050.019"
"8","4","7","247","167","16","3.1","0.15","254.545","21.058","7427.855","7027.914"
"8","4","8","784","114","18","3.2","0.15","589.172","29.572","17218.545","16471.68"
"8","4","9","853","121","20","3.4","0.15","792.745","35.043","22484.66","21551.196"
"8","4","10","901","119","22","3.7","0.15","943.462","39.069","26145.561","25082.377"
"8","4","11","922","119","23","4","0.15","1031.823","40.846","28262.317","27124.128"
"8","4","12","926","117","23","4.1","0.15","1046.811","40.845","28649.937","27498.013"
"8","4","13","919","113","24","4.1","0.15","991.952","40.919","27223.356","26121.982"
"8","4","14","897","106","23","4.1","0.15","868.254","37.828","24282.199","23285.041"
"8","4","15","855","96","22","4","0.15","686.846","33.925","19679.419","18845.356"
"8","4","16","781","84","21","3.7","0.15","467.387","29.491","13639.589","13019.541"
"8","4","17","647","66","19","3.4","0.15","232.824","23.292","6117.647","5764.132"
"8","4","18","364","36","17","2.8","0.15","37.901","17.729","798.982","633.928"
"8","4","19","0","0","15","2.5","0.15","0","15","0","0"
"8","4","20","0","0","13","2.5","0.15","0","13","0","0"
"8","4","21","0","0","13","2.3","0.15","0","13","0","0"
"8","4","22","0","0","13","2","0.15","0","13","0","0"
"8","4","23","0","0","12","1.8","0.15","0","12","0","0"
"8","5","0","0","0","12","1.6","0.15","0","12","0","0"
"8","5","1","0","0","12","1.6","0.15","0","12","0","0"
"8","5","2","0","0","11","1.6","0.15","0","11","0","0"
"8","5","3","0","0","11","1.7","0.15","0","11","0","0"
"8","5","4","0","0","11","2","0.15","0","11","0","0"
"8","5","5","98","13","13","2.5","0.15","12.367","13.233","211.776","67.529"
"8","5","6","512","59","15","2.9","0.15","133.01","17.557","3100.251","2853.654"
"8","5","7","699","86","17","2.9","0.15","356.577","24.307","10258.13","9757.901"
"8","5","8","795","104","20","3.1","0.15","585.781","31.698","16987.39","16248.716"
"8","5","9","847","120","23","3.3","0.15","787.123","38.176","22054.37","21136.153"
"8","5","10","887","126","25","3.6","0.15","937.818","42.225","25662.429","24616.364"
"8","5","11","913","126","26","3.8","0.15","1030.081","44.344","27818.196","26695.744"
"8","5","12","924","123","27","4.2","0.15","1050.859","44.663","28317.723","27177.571"
"8","5","13","921","118","26","4.6","0.15","998.731","41.905","27297.347","26193.351"
"8","5","14","904","109","25","4.8","0.15","876.791","38.62","24443.019","23440.163"
"8","5","15","871","97","24","4.9","0.15","698.164","34.73","19944.442","19100.988"
"8","5","16","808","82","23","4.9","0.15","477.675","30.35","13897.945","13268.743"
"8","5","17","689","63","21","4.5","0.15","241.069","24.782","6277.017","5917.854"
"8","5","18","418","34","18","3.7","0.15","36.646","18.602","742.959","579.89"
"8","5","19","0","0","16","3.3","0.15","0","16","0","0"
"8","5","20","0","0","14","3.1","0.15","0","14","0","0"
"8","5","21","0","0","13","2.8","0.15","0","13","0","0"
"8","5","22","0","0","12","2.4","0.15","0","12","0","0"
"8","5","23","0","0","12","2.2","0.15","0","12","0","0"
"8","6","0","0","0","11","2.2","0.15","0","11","0","0"
"8","6","1","0","0","11","2.2","0.15","0","11","0","0"
"8","6","2","0","0","11","2.3","0.15","0","11","0","0"
"8","6","3","0","0","11","2.5","0.15","0","11","0","0"
"8","6","4","0","0","11","2.6","0.15","0","11","0","0"
"8","6","5","96","13","12","2.8","0.15","12.367","12.221","212.836","68.552"
"8","6","6","527","61","14","2.9","0.15","136.847","16.63","3203.119","2952.877"
"8","6","7","716","87","16","2.7","0.15","363.873","23.721","10494.802","9986.186"
"8","6","8","814","104","19","2.5","0.15","597.08","32.239","17284.714","16535.505"
"8","6","9","869","116","22","2.4","0.15","797.035","39.959","22181.064","21258.358"
"8","6","10","931","106","24","2.5","0.15","957.903","45.155","25911.831","24856.929"
"8","6","11","945","109","26","2.8","0.15","1044.635","47.846","27816.032","26693.656"
"8","6","12","944","111","27","3.2","0.15","1058.796","47.697","28185.622","27050.151"
"8","6","13","938","107","27","3.7","0.15","1003.642","45.152","27081.582","25985.231"
"8","6","14","911","104","27","4.1","0.15","877.247","41.983","24135.487","23143.528"
"8","6","15","863","98","26","4.2","0.15","692.991","37.695","19567.821","18737.712"
"8","6","16","784","87","23","4.1","0.15","470.073","31.054","13630.635","13010.905"
"8","6","17","648","69","20","3.7","0.15","234.026","24.117","6120.682","5767.059"
"8","6","18","359","36","17","3","0.15","36.498","17.684","784.654","620.107"
"8","6","19","0","0","15","2.6","0.15","0","15","0","0"
"8","6","20","0","0","13","2.6","0.15","0","13","0","0"
"8","6","21","0","0","12","2.5","0.15","0","12","0","0"
"8","6","22","0","0","12","2.2","0.15","0","12","0","0"
"8","6","23","0","0","11","1.8","0.15","0","11","0","0"
"8","7","0","0","0","11","1.4","0.15","0","11","0","0"
"8","7","1","0","0","10","1.1","0.15","0","10","0","0"
"8","7","2","0","0","10","1","0.15","0","10","0","0"
"8","7","3","0","0","10","1","0.15","0","10","0","0"
"8","7","4","0","0","10","1","0.15","0","10","0","0"
"8","7","5","109","12","12","1.3","0.15","11.416","12.276","195.654","51.978"
"8","7","6","554","56","15","1.4","0.15","135.947","18.497","3108.487","2861.598"
"8","7","7","742","79","19","1.2","0.15","366.654","29.596","10329.365","9826.612"
"8","7","8","835","95","23","1.9","0.15","600.568","37.969","17006.04","16266.705"
"8","7","9","888","107","27","2.8","0.15","802.885","43.832","22005.348","21088.868"
"8","7","10","895","129","30","3","0.15","948.3","49.178","25220.117","24189.725"
"8","7","11","909","136","31","3.1","0.15","1036.309","51.593","27155.466","26056.497"
"8","7","12","912","138","32","3.3","0.15","1053.828","52.266","27510.988","26399.422"
"8","7","13","904","134","33","3.5","0.15","998.17","51.61","26209.825","25144.363"
"8","7","14","881","127","33","3.7","0.15","874.468","48.833","23381.008","22415.783"
"8","7","15","837","115","32","4","0.15","693.597","44.041","19078.681","18265.905"
"8","7","16","758","99","30","4","0.15","467.945","38.132","13181.67","12577.848"
"8","7","17","614","76","27","3.5","0.15","230.922","31.193","5886.214","5540.899"
"8","7","18","316","37","22","2.3","0.15","35.957","22.773","782.222","617.762"
"8","7","19","0","0","19","1.4","0.15","0","19","0","0"
"8","7","20","0","0","17","1.1","0.15","0","17","0","0"
"8","7","21","0","0","16","1","0.15","0","16","0","0"
"8","7","22","0","0","15","1","0.15","0","15","0","0"
"8","7","23","0","0","15","1.1","0.15","0","15","0","0"
"8","8","0","0","0","14","1.1","0.15","0","14","0","0"
"8","8","1","0","0","14","1.1","0.15","0","14","0","0"
"8","8","2","0","0","14","1.1","0.15","0","14","0","0"
"8","8","3","0","0","14","1","0.15","0","14","0","0"
"8","8","4","0","0","14","0.9","0.15","0","14","0","0"
"8","8","5","103","11","16","0.9","0.15","10.464","16.28","175.021","32.077"
"8","8","6","550","56","19","1.1","0.15","134.98","22.729","3030.157","2786.043"
