"PVWatts Hourly PV Performance Data"
"Requested Location","94568, USA"
"Location","Lat, Lng: 37.69, -121.9"
"Latitude (DD)","37.69"
"Longitude (DD)","-121.90"
"Elevation (m)","100.84999847412"
"DC System Size (kW)","34.5"
"Module Type","Standard"
"Array Type","Fixed (open rack)"
"Array Tilt (deg)","20"
"Array Azimuth (deg)","180"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.2"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","No (0)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m^2)","Diffuse Irradiance (W/m^2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m^2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"1","2","8","0","18","6","1.1","0.12","16.619","6.493","462.506","309.375"
"1","2","9","0","40","7","1.7","0.12","36.993","7.96","1075.797","900.934"
"1","2","10","315","167","8","2.4","0.12","404.16","17.142","12398.08","11822.024"
"1","2","11","129","215","8","2.9","0.12","332.359","14.855","10138.309","9642.325"
"1","2","12","182","220","8","3","0.12","379.476","15.698","11584.555","11037.325"
"1","2","13","338","179","8","2.9","0.12","444.671","17.194","13637.241","13017.277"
"1","2","14","246","147","8","2.7","0.12","318.133","14.816","9814.011","9329.519"
"1","2","15","169","97","7","1.9","0.12","190.872","11.749","5801.92","5459.592"
"1","2","16","40","29","6","1.2","0.12","44.778","7.189","984.393","812.769"
"1","2","17","0","0","5","1.1","0.12","0","5","0","0"
"1","2","18","0","0","5","1.1","0.12","0","5","0","0"
"1","2","19","0","0","5","1.2","0.12","0","5","0","0"
"1","2","20","0","0","5","1.2","0.12","0","5","0","0"
"1","2","21","0","0","6","1.2","0.12","0","6","0","0"
"1","2","22","0","0","6","1.5","0.12","0","6","0","0"
"1","2","23","0","0","7","1.7","0.12","0","7","0","0"
"1","3","0","0","0","7","1.7","0.12","0","7","0","0"
"1","3","1","0","0","7","1.6","0.12","0","7","0","0"
"1","3","2","0","0","7","1.6","0.12","0","7","0","0"
"1","3","3","0","0","7","1.9","0.12","0","7","0","0"
"1","3","4","0","0","7","2","0.12","0","7","0","0"
"1","3","5","0","0","6","2","0.12","0","6","0","0"
"1","3","6","0","0","6","2.2","0.12","0","6","0","0"
"1","3","7","0","0","6","2.8","0.12","0","0","0","0"
"1","3","8","12","63","7","3.3","0.12","66.884","8.285","1953.292","1747.336"
"1","3","9","37","125","8","3.7","0.12","150.456","10.733","4580.004","4280.973"
"1","3","10","10","153","10","4.2","0.12","156.247","12.634","4694.148","4391.073"
"1","3","11","0","101","11","4.7","0.12","94.574","12.488","2777.937","2542.76"
"1","3","12","16","183","12","4.8","0.12","191.288","14.972","5707.457","5368.476"
"1","3","13","0","73","12","4.6","0.12","67.637","13.079","1960.406","1754.198"
"1","3","14","0","66","12","4.6","0.12","61.126","12.976","1774.459","1574.84"
"1","3","15","0","38","11","5","0.12","35.141","11.533","1000.678","828.477"
"1","3","16","0","9","11","5.5","0.12","8.303","11.111","177.786","34.743"
"1","3","17","0","0","11","6.1","0.12","0","11","0","0"
"1","3","18","0","0","11","6.3","0.12","0","11","0","0"
"1","3","19","0","0","11","6.3","0.12","0","11","0","0"
"1","3","20","0","0","12","6","0.12","0","12","0","0"
"1","3","21","0","0","12","5.8","0.12","0","12","0","0"
"1","3","22","0","0","12","5.5","0.12","0","12","0","0"
"1","3","23","0","0","12","5.3","0.12","0","12","0","0"
"1","4","0","0","0","13","5.1","0.12","0","13","0","0"
"1","4","1","0","0","13","4.8","0.12","0","13","0","0"
"1","4","2","0","0","13","4.6","0.12","0","13","0","0"
"1","4","3","0","0","13","4.4","0.12","0","13","0","0"
"1","4","4","0","0","13","3.6","0.12","0","13","0","0"
"1","4","5","0","0","12","2.3","0.12","0","12","0","0"
"1","4","6","0","0","12","1.3","0.12","0","12","0","0"
"1","4","7","0","0","12","1.2","0.12","0","0","0","0"
"1","4","8","0","39","12","1.6","0.12","36.087","12.954","1009.617","837.099"
"1","4","9","0","83","12","1.7","0.12","78.51","14.038","2295.027","2076.962"
"1","4","10","0","32","12","1.7","0.12","29.593","12.767","831.023","664.834"
"1","4","11","0","29","12","2","0.12","26.825","12.653","747.253","584.032"
"1","4","12","0","29","11","2.2","0.12","26.827","11.627","750.138","586.815"
"1","4","13","5","158","11","2.3","0.12","157.248","14.61","4676.311","4373.868"
"1","4","14","0","11","10","2","0.12","10.159","10.248","275.779","129.265"
"1","4","15","0","7","9","1.6","0.12","6.458","9.171","172.189","29.344"
"1","4","16","0","1","9","1.2","0.12","0.921","9.025","0","0"
"1","4","17","0","0","9","1.1","0.12","0","9","0","0"
"1","4","18","0","0","9","1.2","0.12","0","9","0","0"
"1","4","19","0","0","8","1.2","0.12","0","8","0","0"
"1","4","20","0","0","8","1.2","0.12","0","8","0","0"
"1","4","21","0","0","8","1.5","0.12","0","8","0","0"
"1","4","22","0","0","8","1.7","0.12","0","8","0","0"
"1","4","23","0","0","7","1.6","0.12","0","7","0","0"
"1","5","0","0","0","7","1.2","0.12","0","7","0","0"
"1","5","1","0","0","7","0.9","0.12","0","7","0","0"
"1","5","2","0","0","7","0.8","0.12","0","7","0","0"
"1","5","3","0","0","6","0.8","0.12","0","6","0","0"
"1","5","4","0","0","5","0.8","0.12","0","5","0","0"
"1","5","5","0","0","5","0.9","0.12","0","5","0","0"
"1","5","6","0","0","4","1","0.12","0","4","0","0"
"1","5","7","0","0","5","1.5","0.12","0","0","0","0"
"1","5","8","581","43","6","2.3","0.12","279.431","12.355","8237.091","7808.475"
"1","5","9","787","57","7","2.8","0.12","510.056","17.77","15861.868","15163.076"
"1","5","10","877","65","8","3","0.12","675.388","21.767","20644.324","19776.07"
"1","5","11","916","69","9","3.1","0.12","772.008","24.46","23261.589","22300.596"
"1","5","12","924","69","9","3.1","0.12","789.936","24.816","23749.302","22771.027"
"1","5","13","912","64","9","2.9","0.12","732.387","24.177","22142.21","21220.881"
"1","5","14","857","59","8","2.5","0.12","599.132","21.345","18391.779","17603.342"
"1","5","15","741","47","7","1.7","0.12","404.22","17.507","12316.887","11743.708"
"1","5","16","449","25","5","1.1","0.12","157.69","9.313","3658.109","3391.745"
"1","5","17","0","0","3","1.1","0.12","0","3","0","0"
"1","5","18","0","0","2","1.1","0.12","0","2","0","0"
"1","5","19","0","0","1","1.1","0.12","0","1","0","0"
"1","5","20","0","0","1","1.1","0.12","0","1","0","0"
"1","5","21","0","0","1","1.1","0.12","0","1","0","0"
"1","5","22","0","0","1","1","0.12","0","1","0","0"
"1","5","23","0","0","0","0.8","0.12","0","0","0","0"
"1","6","0","0","0","0","0.8","0.12","0","0","0","0"
"1","6","1","0","0","0","0.8","0.12","0","0","0","0"
"1","6","2","0","0","0","0.9","0.12","0","0","0","0"
"1","6","3","0","0","0","1","0.12","0","0","0","0"
"1","6","4","0","0","0","1","0.12","0","0","0","0"
"1","6","5","0","0","0","1","0.12","0","0","0","0"
"1","6","6","0","0","0","0.9","0.12","0","0","0","0"
"1","6","7","0","0","0","1","0.12","0","0","0","0"
"1","6","8","591","45","1","1.2","0.12","287.76","9.283","8587.7","8146.661"
"1","6","9","764","64","3","1.4","0.12","505.207","17.106","15740.914","15046.408"
"1","6","10","847","73","6","1.6","0.12","669.523","23.852","20294.208","19438.361"
"1","6","11","873","79","7","1.9","0.12","757.906","25.936","22696.705","21755.728"
"1","6","12","890","75","8","2","0.12","772.419","26.906","23035.182","22082.211"
"1","6","13","822","83","9","1.8","0.12","696.863","26.785","20838.791","19963.647"
"1","6","14","577","99","8","1.4","0.12","481.064","21.417","14681.785","14024.808"
"1","6","15","421","82","7","1","0.12","297.153","16.094","9037.984","8580.989"
"1","6","16","195","32","6","1","0.12","100.483","8.876","2431.436","2208.538"
"1","6","17","0","0","6","1.1","0.12","0","6","0","0"
"1","6","18","0","0","6","1.2","0.12","0","6","0","0"
"1","6","19","0","0","6","1.1","0.12","0","6","0","0"
"1","6","20","0","0","6","0.9","0.12","0","6","0","0"
"1","6","21","0","0","6","0.8","0.12","0","6","0","0"
"1","6","22","0","0","6","0.9","0.12","0","6","0","0"
"1","6","23","0","0","6","1.2","0.12","0","6","0","0"
"1","7","0","0","0","6","1.8","0.12","0","6","0","0"
"1","7","1","0","0","6","2.4","0.12","0","6","0","0"
"1","7","2","0","0","7","3","0.12","0","7","0","0"
"1","7","3","0","0","7","3.6","0.12","0","7","0","0"
"1","7","4","0","0","8","4.1","0.12","0","8","0","0"
"1","7","5","0","0","8","4.5","0.12","0","8","0","0"
"1","7","6","0","0","8","5.2","0.12","0","8","0","0"
"1","7","7","0","0","10","5.8","0.12","0","0","0","0"
"1","7","8","220","66","12","5.9","0.12","162.778","14.2","4730.345","4425.987"
"1","7","9","330","119","13","5.5","0.12","318.904","17.571","9775.567","9292.436"
"1","7","10","231","181","14","5","0.12","363.701","19.529","11004.366","10477.694"
"1","7","11","127","219","14","4.1","0.12","335.449","19.739","10041.735","9549.173"
"1","7","12","262","217","14","3.4","0.12","448.191","22.522","13395.464","12784.067"
"1","7","13","298","191","14","3.2","0.12","432.28","22.496","12966.255","12370.066"
"1","7","14","207","157","14","3","0.12","299.386","20.088","9025.446","8568.895"
"1","7","15","176","98","13","2.3","0.12","196.294","17.515","5860.047","5515.659"
"1","7","16","79","32","12","1.4","0.12","63.767","13.682","1552.538","1360.782"
"1","7","17","0","0","11","1.1","0.12","0","11","0","0"
"1","7","18","0","0","11","1.2","0.12","0","11","0","0"
"1","7","19","0","0","11","1.9","0.12","0","11","0","0"
"1","7","20","0","0","11","2.8","0.12","0","11","0","0"
"1","7","21","0","0","11","3","0.12","0","11","0","0"
"1","7","22","0","0","12","3","0.12","0","12","0","0"
"1","7","23","0","0","12","3.8","0.12","0","12","0","0"
"1","8","0","0","0","14","5.5","0.12","0","14","0","0"
"1","8","1","0","0","15","6.5","0.12","0","15","0","0"
"1","8","2","0","0","15","6.3","0.12","0","15","0","0"
"1","8","3","0","0","15","6.2","0.12","0","15","0","0"
"1","8","4","0","0","15","6.4","0.12","0","15","0","0"
"1","8","5","0","0","15","6.5","0.12","0","15","0","0"
"1","8","6","0","0","15","6.5","0.12","0","15","0","0"
"1","8","7","0","0","15","6.3","0.12","0","0","0","0"
"1","8","8","0","5","15","6.3","0.12","4.61","15.06","115.882","0"
"1","8","9","0","12","15","6.6","0.12","11.08","15.14","295.401","148.191"
"1","8","10","0","33","15","7.1","0.12","30.52","15.366","848.104","681.31"
"1","8","11","0","17","16","7.5","0.12","15.718","16.181","420.129","268.499"
"1","8","12","0","16","15","7.3","0.12","14.794","15.174","395.833","245.064"
"1","8","13","0","18","15","6.5","0.12","16.64","15.212","448.886","296.238"
"1","8","14","0","25","15","5.4","0.12","23.106","15.334","636.008","476.729"
"1","8","15","0","15","14","4.6","0.12","13.847","14.221","373.979","223.984"
"1","8","16","0","4","14","4.6","0.12","3.686","14.057","83.136","0"
"1","8","17","0","0","14","4.9","0.12","0","14","0","0"
"1","8","18","0","0","14","4.8","0.12","0","14","0","0"
"1","8","19","0","0","14","4.6","0.12","0","14","0","0"
"1","8","20","0","0","14","4.4","0.12","0","14","0","0"
"1","8","21","0","0","14","4.1","0.12","0","14","0","0"
"1","8","22","0","0","14","3.7","0.12","0","14","0","0"
"1","8","23","0","0","13","3","0.12","0","13","0","0"
"1","9","0","0","0","13","2.7","0.12","0","13","0","0"
"1","9","1","0","0","12","2.3","0.12","0","12","0","0"
"1","9","2","0","0","10","1.9","0.12","0","10","0","0"
"1","9","3","0","0","10","2","0.12","0","10","0","0"
"1","9","4","0","0","10","2.1","0.12","0","10","0","0"
"1","9","5","0","0","10","1.9","0.12","0","10","0","0"
"1","9","6","0","0","10","1.5","0.12","0","10","0","0"
"1","9","7","0","0","10","1.7","0.12","0","0","0","0"
"1","9","8","40","67","11","2.1","0.12","85.471","13.032","2464.707","2240.63"
"1","9","9","74","135","12","2.1","0.12","182.231","16.363","5474.186","5143.471"
"1","9","10","201","185","12","2.3","0.12","338.814","19.802","10216.128","9717.387"
"1","9","11","297","207","13","2.7","0.12","459.754","22.831","13752.656","13128.602"
"1","9","12","215","225","13","2.9","0.12","411.346","21.488","12306.341","11733.536"
"1","9","13","4","160","12","2.9","0.12","158.22","15.258","4689.797","4386.876"
"1","9","14","0","85","12","2.8","0.12","79.565","13.669","2325.838","2106.681"
"1","9","15","0","51","11","2.7","0.12","47.207","12.008","1360.538","1175.586"
"1","9","16","0","14","11","2.6","0.12","12.926","11.273","318.477","170.45"
"1","9","17","0","0","11","2.7","0.12","0","11","0","0"
"1","9","18","0","0","11","2.8","0.12","0","11","0","0"
"1","9","19","0","0","10","2.8","0.12","0","10","0","0"
"1","9","20","0","0","10","3","0.12","0","10","0","0"
"1","9","21","0","0","11","3.3","0.12","0","11","0","0"
"1","9","22","0","0","11","3.2","0.12","0","11","0","0"
"1","9","23","0","0","11","3.2","0.12","0","11","0","0"
"1","10","0","0","0","11","3.2","0.12","0","11","0","0"
"1","10","1","0","0","11","3.2","0.12","0","11","0","0"
"1","10","2","0","0","11","3.1","0.12","0","11","0","0"
"1","10","3","0","0","11","3.1","0.12","0","11","0","0"
"1","10","4","0","0","11","3","0.12","0","11","0","0"
"1","10","5","0","0","11","3.1","0.12","0","11","0","0"
"1","10","6","0","0","11","3.4","0.12","0","11","0","0"
"1","10","7","0","0","11","3.6","0.12","0","0","0","0"
"1","10","8","0","34","12","3.8","0.12","31.443","12.56","876.739","708.93"
"1","10","9","0","72","12","4","0.12","67.196","13.167","1959.079","1752.918"
"1","10","10","0","49","12","4.3","0.12","45.35","12.754","1296.626","1113.939"
"1","10","11","0","20","13","4.6","0.12","18.495","13.295","504.758","350.13"
"1","10","12","0","63","14","4.9","0.12","58.359","14.894","1662.014","1466.379"
"1","10","13","0","9","14","5.2","0.12","8.317","14.123","218.09","73.619"
"1","10","14","0","7","14","5.4","0.12","6.464","14.093","168.365","25.656"
"1","10","15","0","4","13","5.6","0.12","3.69","13.052","93.99","0"
"1","10","16","0","1","13","5.9","0.12","0.921","13.012","0","0"
"1","10","17","0","0","13","6.1","0.12","0","13","0","0"
"1","10","18","0","0","13","6","0.12","0","13","0","0"
"1","10","19","0","0","13","5.3","0.12","0","13","0","0"
"1","10","20","0","0","12","4.2","0.12","0","12","0","0"
"1","10","21","0","0","11","3","0.12","0","11","0","0"
"1","10","22","0","0","10","2.3","0.12","0","10","0","0"
"1","10","23","0","0","10","2.5","0.12","0","10","0","0"
"1","11","0","0","0","10","3","0.12","0","10","0","0"
"1","11","1","0","0","10","3.3","0.12","0","10","0","0"
"1","11","2","0","0","10","3.3","0.12","0","10","0","0"
"1","11","3","0","0","9","2.7","0.12","0","9","0","0"
"1","11","4","0","0","9","2.5","0.12","0","9","0","0"
"1","11","5","0","0","9","2.9","0.12","0","9","0","0"
"1","11","6","0","0","9","2.8","0.12","0","9","0","0"
"1","11","7","0","0","9","2.7","0.12","0","0","0","0"
"1","11","8","24","66","10","2.9","0.12","77.937","11.6","2258.01","2041.257"
"1","11","9","52","132","11","3.2","0.12","166.252","14.266","5013.063","4698.688"
"1","11","10","476","144","11","3.3","0.12","498.241","20.651","15169.143","14494.897"
"1","11","11","400","190","11","3.3","0.12","518.386","21.025","15670.532","14978.52"
"1","11","12","230","226","11","3","0.12","424.426","19.61","12795.798","12205.649"
"1","11","13","143","211","11","2.5","0.12","334.849","18.417","10092.941","9598.565"
"1","11","14","365","143","10","2.2","0.12","391.348","19.205","11948.941","11388.8"
"1","11","15","306","96","9","1.5","0.12","263.166","16.152","7999.658","7579.455"
"1","11","16","177","36","8","0.9","0.12","101.513","11.058","2631.073","2401.101"
"1","11","17","0","0","8","0.8","0.12","0","8","0","0"
"1","11","18","0","0","8","0.7","0.12","0","8","0","0"
"1","11","19","0","0","8","0.7","0.12","0","8","0","0"
"1","11","20","0","0","7","0.8","0.12","0","7","0","0"
"1","11","21","0","0","7","0.8","0.12","0","7","0","0"
"1","11","22","0","0","7","0.7","0.12","0","7","0","0"
"1","11","23","0","0","7","0.8","0.12","0","7","0","0"
"1","12","0","0","0","7","0.9","0.12","0","7","0","0"
"1","12","1","0","0","7","0.9","0.12","0","7","0","0"
"1","12","2","0","0","6","0.7","0.12","0","6","0","0"
"1","12","3","0","0","6","0.5","0.12","0","6","0","0"
"1","12","4","0","0","6","0.5","0.12","0","6","0","0"
"1","12","5","0","0","6","0.7","0.12","0","6","0","0"
"1","12","6","0","0","6","1.1","0.12","0","6","0","0"
"1","12","7","0","0","6","1.3","0.12","0","0","0","0"
"1","12","8","0","9","6","1.7","0.12","8.302","6.215","224.6","79.899"
"1","12","9","0","20","6","1.9","0.12","18.475","6.46","525.003","369.657"
"1","12","10","0","68","7","2","0.12","62.988","8.534","1857.139","1654.59"
"1","12","11","0","21","7","2.1","0.12","19.421","7.463","545.262","389.198"
"1","12","12","0","160","8","2","0.12","154.068","11.747","4607.929","4307.909"
"1","12","13","54","200","9","1.8","0.12","247.523","15.285","7461.571","7060.435"
"1","12","14","0","14","9","1.5","0.12","12.933","9.351","356.145","206.782"
"1","12","15","0","9","8","1","0.12","8.305","8.254","225.525","80.791"
"1","12","16","0","2","7","0.7","0.12","1.843","7.06","43.43","0"
"1","12","17","0","0","7","0.7","0.12","0","7","0","0"
"1","12","18","0","0","7","0.7","0.12","0","7","0","0"
"1","12","19","0","0","6","0.6","0.12","0","6","0","0"
"1","12","20","0","0","6","0.6","0.12","0","6","0","0"
"1","12","21","0","0","6","0.7","0.12","0","6","0","0"
"1","12","22","0","0","5","0.7","0.12","0","5","0","0"
"1","12","23","0","0","5","0.8","0.12","0","5","0","0"
"1","13","0","0","0","4","0.9","0.12","0","4","0","0"
"1","13","1","0","0","4","1","0.12","0","4","0","0"
"1","13","2","0","0","3","1","0.12","0","3","0","0"
"1","13","3","0","0","3","1.1","0.12","0","3","0","0"
"1","13","4","0","0","3","1","0.12","0","3","0","0"
"1","13","5","0","0","3","0.9","0.12","0","3","0","0"
"1","13","6","0","0","3","1.1","0.12","0","3","0","0"
"1","13","7","0","0","3","1.4","0.12","0","0","0","0"
"1","13","8","621","43","4","1.4","0.12","293.616","12.064","8681.921","8237.543"
"1","13","9","800","57","6","1.6","0.12","518.762","19.848","16011.187","15307.104"
"1","13","10","888","62","8","2","0.12","684.395","24.772","20674.779","19805.447"
"1","13","11","925","65","10","2.3","0.12","782.833","28.066","23247.981","22287.47"
"1","13","12","934","65","11","2.4","0.12","804.936","29.224","23772.551","22793.452"
"1","13","13","914","64","12","2.3","0.12","748.336","29.277","22161.53","21239.516"
"1","13","14","864","59","11","2","0.12","618.898","26.176","18641.633","17844.343"
"1","13","15","758","49","10","1.4","0.12","428.995","21.947","12970.446","12374.108"
"1","13","16","502","29","7","1","0.12","186.291","12.442","4831.352","4523.415"
"1","13","17","0","0","6","1.1","0.12","0","6","0","0"
"1","13","18","0","0","5","1.2","0.12","0","5","0","0"
"1","13","19","0","0","5","1.2","0.12","0","5","0","0"
"1","13","20","0","0","5","1.2","0.12","0","5","0","0"
"1","13","21","0","0","5","1.1","0.12","0","5","0","0"
"1","13","22","0","0","5","1.1","0.12","0","5","0","0"
"1","13","23","0","0","5","1","0.12","0","5","0","0"
"1","14","0","0","0","5","0.7","0.12","0","5","0","0"
"1","14","1","0","0","5","0.6","0.12","0","5","0","0"
"1","14","2","0","0","5","0.6","0.12","0","5","0","0"
"1","14","3","0","0","4","0.7","0.12","0","4","0","0"
"1","14","4","0","0","4","0.7","0.12","0","4","0","0"
"1","14","5","0","0","4","0.8","0.12","0","4","0","0"
"1","14","6","0","0","4","0.9","0.12","0","4","0","0"
"1","14","7","0","0","4","0.9","0.12","0","0","0","0"
"1","14","8","587","47","5","0.8","0.12","287.574","14.168","8443.766","8007.827"
"1","14","9","776","63","7","1","0.12","512.736","22.769","15645.152","14954.039"
"1","14","10","863","71","10","1.4","0.12","683.586","29.063","20303.135","19446.971"
"1","14","11","902","74","11","1.8","0.12","777.451","30.831","22834.844","21888.972"
"1","14","12","912","74","12","2","0.12","800.338","31.584","23412.549","22446.206"
"1","14","13","892","72","12","2.1","0.12","743.746","29.85","21965.953","21050.869"
"1","14","14","840","66","11","1.9","0.12","618.263","26.471","18588.745","17793.329"
"1","14","15","729","55","10","1.4","0.12","423.651","21.8","12821.451","12230.393"
"1","14","16","467","32","8","1","0.12","183.185","13.373","4790.094","4483.619"
"1","14","17","0","0","6","1.1","0.12","0","6","0","0"
"1","14","18","0","0","6","1.1","0.12","0","6","0","0"
"1","14","19","0","0","5","1.1","0.12","0","5","0","0"
"1","14","20","0","0","5","1.1","0.12","0","5","0","0"
"1","14","21","0","0","5","1","0.12","0","5","0","0"
"1","14","22","0","0","5","1","0.12","0","5","0","0"
"1","14","23","0","0","5","1","0.12","0","5","0","0"
"1","15","0","0","0","5","1","0.12","0","5","0","0"
"1","15","1","0","0","4","1","0.12","0","4","0","0"
"1","15","2","0","0","3","1.1","0.12","0","3","0","0"
"1","15","3","0","0","3","0.9","0.12","0","3","0","0"
"1","15","4","0","0","3","1.1","0.12","0","3","0","0"
"1","15","5","0","0","3","1.5","0.12","0","3","0","0"
"1","15","6","0","0","3","1.5","0.12","0","3","0","0"
"1","15","7","0","0","3","1.5","0.12","0","0","0","0"
"1","15","8","555","50","4","1.6","0.12","278.777","11.324","8275.644","7845.662"
"1","15","9","0","103","6","1.7","0.12","98.988","8.57","2983.429","2740.972"
"1","15","10","0","129","8","1.8","0.12","123.381","11.131","3689.946","3422.454"
"1","15","11","8","177","9","1.7","0.12","178.081","13.612","5320.203","4994.944"
"1","15","12","15","192","10","1.5","0.12","199.144","15.389","5927.003","5580.243"
"1","15","13","896","70","11","1.7","0.12","746.356","30.455","21988.979","21073.079"
"1","15","14","847","64","10","2","0.12","622.477","25.261","18800.684","17997.758"
"1","15","15","741","53","9","1.6","0.12","429.164","20.43","13071.514","12471.596"
"1","15","16","488","32","6","1.1","0.12","187.583","11.374","4971.803","4658.889"
"1","15","17","0","0","4","1","0.12","0","4","0","0"
"1","15","18","0","0","4","0.9","0.12","0","4","0","0"
"1","15","19","0","0","3","0.9","0.12","0","3","0","0"
"1","15","20","0","0","3","1","0.12","0","3","0","0"
"1","15","21","0","0","3","1","0.12","0","3","0","0"
"1","15","22","0","0","3","1","0.12","0","3","0","0"
"1","15","23","0","0","2","1","0.12","0","2","0","0"
"1","16","0","0","0","1","1.1","0.12","0","1","0","0"
"1","16","1","0","0","1","1.1","0.12","0","1","0","0"
"1","16","2","0","0","1","1","0.12","0","1","0","0"
"1","16","3","0","0","1","0.8","0.12","0","1","0","0"
"1","16","4","0","0","2","0.8","0.12","0","2","0","0"
"1","16","5","0","0","1","1","0.12","0","1","0","0"
"1","16","6","0","0","1","1.2","0.12","0","1","0","0"
"1","16","7","0","0","2","1.4","0.12","0","0","0","0"
"1","16","8","603","46","3","1.5","0.12","292.795","10.865","8714.688","8269.149"
"1","16","9","791","61","5","1.5","0.12","519.963","19.191","16082.615","15376.001"
"1","16","10","875","68","7","1.4","0.12","685.672","26.122","20594.647","19728.154"
"1","16","11","905","73","9","1.4","0.12","781.496","30.769","22951.359","22001.359"
"1","16","12","908","75","10","1.6","0.12","802.052","31.352","23472.99","22504.506"
"1","16","13","879","75","10","1.8","0.12","747.015","29.059","22112.852","21192.563"
"1","16","14","833","67","10","1.6","0.12","619.18","26.516","18605.742","17809.723"
"1","16","15","734","54","8","1.1","0.12","428.808","20.836","13051.315","12452.112"
"1","16","16","494","32","6","0.9","0.12","190.734","11.761","5083.328","4766.462"
"1","16","17","0","0","5","1","0.12","0","5","0","0"
"1","16","18","0","0","5","1.1","0.12","0","5","0","0"
"1","16","19","0","0","4","1.1","0.12","0","4","0","0"
"1","16","20","0","0","3","1.1","0.12","0","3","0","0"
"1","16","21","0","0","3","1.2","0.12","0","3","0","0"
"1","16","22","0","0","2","1.2","0.12","0","2","0","0"
"1","16","23","0","0","2","1.2","0.12","0","2","0","0"
"1","17","0","0","0","2","1.1","0.12","0","2","0","0"
"1","17","1","0","0","1","1.1","0.12","0","1","0","0"
"1","17","2","0","0","1","1.2","0.12","0","1","0","0"
"1","17","3","0","0","1","1.3","0.12","0","1","0","0"
"1","17","4","0","0","0","1.2","0.12","0","0","0","0"
"1","17","5","0","0","0","1.1","0.12","0","0","0","0"
"1","17","6","0","0","0","1","0.12","0","0","0","0"
"1","17","7","0","0","2","1.2","0.12","0","0","0","0"
"1","17","8","32","70","4","1.1","0.12","85.054","6.525","2526.897","2300.616"
"1","17","9","58","136","6","0.7","0.12","173.457","11.748","5289.432","4965.263"
"1","17","10","185","195","7","1.1","0.12","339.733","17.142","10329.377","9826.623"
"1","17","11","308","215","8","1.7","0.12","479.714","20.464","14468.761","13819.333"
"1","17","12","349","216","9","1.7","0.12","518.399","22.469","15529.974","14842.943"
"1","17","13","856","84","10","1.3","0.12","742.505","31.174","21789.336","20880.511"
"1","17","14","476","132","10","0.8","0.12","464.133","25.006","13913.895","13284.127"
"1","17","15","393","96","9","0.4","0.12","309.916","20.212","9363.619","8895.086"
"1","17","16","235","43","8","0.4","0.12","128.552","12.504","3471.261","3211.517"
"1","17","17","0","0","7","0.5","0.12","0","7","0","0"
"1","17","18","0","0","6","0.7","0.12","0","6","0","0"
"1","17","19","0","0","6","0.8","0.12","0","6","0","0"
"1","17","20","0","0","6","0.9","0.12","0","6","0","0"
"1","17","21","0","0","6","1","0.12","0","6","0","0"
"1","17","22","0","0","5","1.2","0.12","0","5","0","0"
"1","17","23","0","0","5","1.3","0.12","0","5","0","0"
"1","18","0","0","0","6","1.3","0.12","0","6","0","0"
"1","18","1","0","0","6","1.3","0.12","0","6","0","0"
"1","18","2","0","0","6","1.4","0.12","0","6","0","0"
"1","18","3","0","0","6","1.5","0.12","0","6","0","0"
"1","18","4","0","0","6","1.3","0.12","0","6","0","0"
"1","18","5","0","0","6","1.2","0.12","0","6","0","0"
"1","18","6","0","0","6","1.5","0.12","0","6","0","0"
"1","18","7","0","0","8","2.4","0.12","0","0","0","0"
"1","18","8","0","16","9","3.3","0.12","14.769","9.284","405.266","254.163"
"1","18","9","0","33","10","3.7","0.12","30.508","10.554","869.944","702.376"
"1","18","10","0","14","10","3.8","0.12","12.939","10.231","353.528","204.258"
"1","18","11","0","32","11","4.2","0.12","29.609","11.498","830.827","664.645"
"1","18","12","0","21","11","4.6","0.12","19.425","11.309","534.798","379.105"
"1","18","13","0","33","11","5.1","0.12","30.532","11.456","859.306","692.114"
"1","18","14","0","26","11","5.9","0.12","24.036","11.327","673.716","513.1"
"1","18","15","0","16","10","6.5","0.12","14.773","10.189","408.589","257.369"
"1","18","16","0","5","10","6.5","0.12","4.609","10.058","115.365","0"
"1","18","17","0","0","10","6.4","0.12","0","10","0","0"
"1","18","18","0","0","10","6.4","0.12","0","10","0","0"
"1","18","19","0","0","10","5.6","0.12","0","10","0","0"
"1","18","20","0","0","11","4.1","0.12","0","11","0","0"
"1","18","21","0","0","10","2.9","0.12","0","10","0","0"
"1","18","22","0","0","9","2.1","0.12","0","9","0","0"
"1","18","23","0","0","7","1.4","0.12","0","7","0","0"
"1","19","0","0","0","6","1.2","0.12","0","6","0","0"
"1","19","1","0","0","6","1.2","0.12","0","6","0","0"
"1","19","2","0","0","6","1.2","0.12","0","6","0","0"
"1","19","3","0","0","6","1.3","0.12","0","6","0","0"
"1","19","4","0","0","6","1.2","0.12","0","6","0","0"
